prodName,category,description
뒤끝 작렬 왕소심,동화/명작/고전,‘왕소심이’ 정민이의 개성과 우정에 대한 이야기. &lt;뒤끝 작렬 왕소심&gt;에는 다섯 명의 개성 강한 아이들이 등장한다. 각자가 다르지만 모두 친구라는 것을 알고 개개인이 가지고 있는 개성에 대해서 생각해 보는 기회를 갖게 될 것이다.
백앤아 1 : 미스터리 100층 감옥 - 교양이 층층 쌓이는 점프 맵,동화/명작/고전,"오빠 백현, 동생 아름으로 이루어진 남매 유튜브 크리에이터 백앤아는 무려 50만 명이나 되는 유튜브 구독자를 보유한 최고의 점프 맵 크리에이터다. 이 책은 통통 튀는 남매 케미 가득한 그들의 첫 번째 점프 맵 동화다."
미국사 다이제스트 100,아메리카사,"현재 가장 큰 영향력을 행사하는 나라이자, 전 세계에 경찰을 자처했던 나라, 미국의 중요한 장면을 가려 뽑은 가람기획의 ‘NEW다이제스트100’ 시리즈 열 번째 책이다."
기후위기 부의 대전환 - 기후변화 10년 후 한국의 미래와 생존전략,트렌드/미래전망,"20대부터 인간을 살리는 따뜻한 경제학, 기후경제학에 골몰해 온 국내 최고 권위의 기후경제학자 홍종호 교수가 지금까지 기후와 한국 경제를 위해 헌신한 40년의 연구 성과를 한 권으로 집대성했다."
금복이 이야기 6 - 완결,인터넷 연재 만화,"한 번 보면 잊을 수 없는 극강 귀여움의 금복이와 덕질을 부르는 꽃미남 선비 의균. 생과 사, 인간과 동물을 초월해 존재만으로도 위로와 기쁨이 된 이들의 마지막 이야기."
금복이 이야기 5,인터넷 연재 만화,5권은 각 61화~75화가 수록되었다. 밤이면 어린아이의 모습으로 변하는 자신을 숨긴 채 늘 불안한 일상을 보내던 금복이가 드디어 사람의 모습으로 선비 의균을 마주하게 된 이후의 이야기가 펼쳐지면서 예상하지 못한 사건들이 펼쳐진다.
원 해빗 - 새로운 나를 만드는 기적의 습관도구,성공,20년 이상 인재개발 업무를 하고 습관형성에 대해 오랫동안 연구를 해온 저자는 자신이 직접 경험하고 실행에 옮긴 습관 형성 과정을 통해 끊기 어려운 습관과 이별하고 자신이 원하는 습관을 얻었다. 그는 이 과정을 8단계로 나누고 그것에 ONE HABIT이라는 이름을 붙였다.
컬티시 - 광신의 언어학,사회문제,"사이비 종교에서부터 다단계 마케팅 회사, 뷰티·피트니스 산업과 SNS 인플루언서들까지, 사람을 매료시키는 온갖 논쟁적인 컬트를 취재하여 그가 ‘컬티시(Cultish)’라고 이름 붙인 ‘광신의 언어’를 추적한다."
사회 개혁이냐 혁명이냐,사회사상/사회사상사,"로자 룩셈부르크가 19세기 말, 독일 사민당 내에서 베른슈타인의 수정주의에 대해 반박하는 글을 모은 책으로, 1898년부터 99년까지 &lt라이프치히 인민신문&gt에 연재되었던 글들을 담았다."
"브랜드로부터 배웁니다 - 일에 대한 관점도, 삶을 위한 태도도",마케팅/세일즈,"네이버에서 브랜드 기획자로 일하는 저자에게 좋은 관점과 태도를 선물해준 18가지 특별한 브랜드들의 이야기가 담겨 있다. 미술관의 도슨트처럼 섬세하고 다정하게 각각의 브랜드에서 어떤 점을 배울 수 있는지 짚어주기에, 마치 브랜드를 여행하는 느낌으로 쉽게 다가갈 수 있다."
명상과 함께 하는 삶 - 지금부터 당신은 항상 괜찮을 수 있습니다.,힐링,"내면의 ‘참된 나’를 찾음으로 에고로 둘려 쌓인 ‘거짓 나’를 버리고 지금 바로, 행복할 수 있는 방법에 대한 책이다. 저자는 해외 명문대에서 학업을 마치고 국내로 돌아와 사업가로 승승장구하다 병마에 마주하게 된 깊은 고통에서 ‘깨어남’을 경험했으며 ‘참 나’를 발견할 수 있었다."
"탐정 삼손, 잃어버린 보물을 찾아 줘!",그림책,"마을 주민들의 의뢰로 탐정 삼손은 땅속, 바닷속, 숲속, 캠핑장 등 흥미로운 이야기들이 가득한 장소 10곳으로 수색을 떠난다. 화면을 가득 채운 그림 속 장소들에는 마을 주민들이 잃어버린 보물부터 그곳에서 만난 동물이 찾아 달라고 부탁한 보물까지 구석구석 숨겨져 있다."
만지고 싶은 기분 - 요조 산문,명사에세이,"뮤지션이자 작가 요조의 산문집. 제주의 동네 서점 ‘책방무사’의 주인이기도 한 요조는, 음악과 책 작업을 함께하며 예술가로서 활발한 활동을 이어오고 있다. 평범한 일상도 특별하게 바라보는 요조의 시선은 전작들에 이어 이 책에서도 잘 드러난다."
모든 꽃이 봄에 피지는 않는다,성공,"메가스터디 역사매출 1위, 연고대생이 뽑은 스타강사 1위, 후배에게 가장 추천하는 멘토 1위, 서울대 ? 연세대 ? 고려대 및 주요대학 신입생이 직접 뽑은 역사과목 성적상승에 가장 큰 도움이 된 강사 1위 등의 타이틀을 가진 유명 역사강사 이다지 선생님의 첫 번째 자기계발서. ‘꿈과 인생’에 대한 이야기를 들려준다."
우리는 원래 간호사가 아닌 마녀였다,사회학,저자 바버라 에런라이크와 디어드렁 잉글리쉬는 치료의 역사 속에서 사라진 여성의 흔적을 추적해 나간다. 그리고 그 결과 여성 치료사의 기원에 '마녀'의 존재가 있었음을 밝혀 낸다.
신의 영혼 오로라 - 천체사진가 권오철이 기록한 오로라의 모든 것,캐나다여행,"세계 유명 천체사진가 40인으로 구성된 ‘TWAN’의 일원이자, 한국인 최초로 NASA ‘오늘의 천체사진’에 선정된 사진가 권오철이 집약한 국내 유일 오로라 안내서이다. 단 한 권만으로도 오로라에 관한 지식이 쌓이는 것은 물론, 오로라 여행 준비가 가능하도록 모든 정보를 담았다."
소더비가 사랑한 책들 - 소더비 경매에서 찾은 11편의 책과 고문서 이야기,역사학,"세계 최고의 경매 회사로 손꼽히는 소더비(Sotheby’s)에서 거래된 책과 고문서에 얽힌 이야기를 추적한 책이다. 소더비의 역사와 지금의 이미지가 만들어진 과정을 소개하는 글로 시작해, 크게 세 파트로 소더비의 역사를 장식한 경매들을 소개한다."
수호자들,액션/스릴러소설,"《수호자들》은 《타임 투 킬》, 《펠리컨 브리프》 등 수많은 베스트셀러를 배출하고 현재도 활발한 집필 활동을 하고 있는, 명실공히 ‘올타임 레전드’ 소설가로 인정받는 존 그리샴이 내놓은 색다른 주제 의식의 법정 소설이다."
"배우와 배우가 - 김신록 인터뷰집, 두 번의 만남, 두 번의 이야기",한국에세이,"연극 〈비평가〉, 〈살아 있는 자를 수선하기〉, 드라마 〈괴물〉, 〈지옥〉, 〈재벌집 막내아들〉 등 다양한 작품에서 활약하고 있는 배우 김신록이 4년여간 스물다섯 명의 배우를 만나 오직 ‘연기’에 대해서만 치열하게 묻고 답한 인터뷰집."
붕괴하는 세계와 인구학,정치학/외교학/행정학,지정학전략가 자이한의 네 번째 책 &lt붕괴하는 세계와 인구학&gt이 출간되었다. 자이한은 우리가 알던 세계의 종말이 올 것이라고 말한다. 책에서 예측하는 세계 붕괴의 양상은 우리의 상상을 초월한다. 더욱 당혹스러운 건 한국이 헤쳐나갈 방도가 잘 보이지 않는다는 것이다.
슬램덩크 리소스-THE FIRST SLAM DUNK re:SOURCE,스포츠만화,null
"K 배터리 레볼루션 - 향후 3년, 새로운 부의 시장에서 승자가 되는 법",트렌드/미래전망,"그간 대중들에게는 다소 생소했던 배터리 산업에 대해 기본적인 지식부터 향후 10년을 좌우하게 될 미래 전망까지를 제대로 담은 단 한 권의 책이다. 알만한 사람들은 모두 나오기를 고대하던 여의도를 뒤흔드는 ‘밧데리 아저씨’ 박순혁 이사의 책으로, 이차전지 산업에 대해 꼭 알아야 할 지식과 핵심 이슈들을 엄선해 담았다."
검은 시위,사회문제,"최근 폴란드, 미국, 아르헨티나, 아일랜드, 한국에서 대중적으로 일어난 임신중지 권리 쟁취 투쟁의 배경과 진행 과정, 주요 사건을 기록한 책이다."
시장으로 간 성폭력,여성학/젠더,"남성 중심적인 사법 질서와 담론이 지배하는 법시장에서 성폭력은 어떻게 경제적 문제로 재구성됐는지, 가해자는 어떻게 소비자의 위치로 이동할 수 있었는지 살펴본다."
똥눌 때 보는 신문,초등3~4학년,"하루에 한 부씩 화장실 벽에 딱 붙여 놓고 보는 어린이 신문이다. 똥 냄새 풀풀 풍기는 똥에 얽힌 이야기부터 문화, 경제, 역사, 스포츠, 환경 등 여러 분야의 놀랍고도 흥미로운 기사들이 풍부하게 담겨 있다."
내게 남은 사랑을 드릴게요,한국소설,"자이언트북스의 앤솔러지 시리즈, ‘자이언트 픽’이 시작된다. 소설들 사이에 그어진 경계를 가볍게 뛰어넘으며 매력적인 이야기를 선보여온 자이언트북스가 Pick한 빛나는 이름들을 한자리에서 만나볼 수 있다."
판의 미로,판타지/환상문학,"황금사자상, 오스카상을 수상한 거장 기예르모 델 토로와 독일의 조앤 K. 롤링이라 불리는 베스트셀러 작가 코넬리아 푼케가 힘을 합쳐 기예르모 델 토로의 최고 걸작 영화 ‘판의 미로’를 소설로 탈바꿈했다. 영화에서 보여줄 수 없었던 사이드 스토리를 포함해 ‘판의 미로’를 재탄생시켰다."
카트라이더 세계 대모험 1 : 미국,문화/예술/인물,"카트라이더 캐릭터와 함께 세계 각국의 역사와 지리, 문화를 알아가는 학습만화다. 세계를 무대로 한 카트라이더 캐릭터들의 모험을 통해 세계 곳곳의 지리 정보를 현장감 있게 접할 수 있고, 재미있는 스토리 속에서 자연스럽게 세계 역사와 문화에 대한 견문을 넓힐 수 있다."
실리콘밸리의 MZ들 - 일단 공정할 것,기업 경영,실리콘밸리 리더들의 새로운 소통 방식 ‘지독한 솔직함’을 담은 《실리콘밸리의 팀장들》로 국내 독자들에게도 큰 호응을 얻었던 저자 킴 스콧이 이번엔 대퇴사 시대에도 팀원들이 머무르고 싶은 공정한 조직문화를 이야기한다.
슬픈 열대 (GB 100만 부 특별 리커버판),인류학/고고학,"20세기 최고의 인류학 저서로 손꼽히는 레비 스트로스의 대표작으로, 레비스트로스가 브라질에서 거주하며 카두베오족, 보로로족, 남비콰라족, 투피 카와이브족 등의 원주민 사회의 문화와 삶을 분석한 민족지."
예루살렘의 아이히만 (GB 100만 부 특별 리커버판),사회사상/사회사상사,"한나 아렌트의 저작 가운데 가장 중요한 작품으로 꼽히는 책. 이 책에서 체계화 된 '악의 평범성' 에 대한 고찰은 ""악의 문제에 대한 20세기의 가장 중요한 철학적 기여""로 평가 받는다."
도덕감정론 (GB 100만 부 특별 리커버판),사회사상/사회사상사,"한길그레이트북스 142권. 정치경제학자인 애덤 스미스의 첫 번째 주저로, 저자가 평생 천착했던 '도덕철학체계'의 구성에 매우 중요한 역할을 하고 있다. 스미스는 세계를 두 가지 질서로 나눠본다. 하나는 감각적으로 느낄 수 있는 경험적 세계이며 다른 하나는 추론으로 알 수 있는 심층적 세계인데 이 두 세계는 복합 다층적이고 중첩적이며 상호작용한다."
혁명의 시대 (GB 100만 부 특별 리커버판),서양사,140여 년의 시대를 다룬 홉스봄의 시대 시리즈 1권. 『혁명의 시대』는 1789~1848년 사이의 시민혁명과 산업혁명을 다룬다.
MBC 14층 사람들은 이렇게 기획합니다 - 손댔다 하면 터지는 일사에프 팀의 디지털 콘텐츠 성공 전략,마케팅/세일즈,"치열한 뉴미디어 시장에서 지상파 방송국 사람들이 살아남기 위해 찾아낸 성공 전략과 인사이트가 담긴 책이다. 맨땅에서 시작한 일사에프가 총 구독자 280만, 누적 조회 수 7억 뷰가 되기까지 실패를 거듭하며 몸으로 깨우친 기획?제작 노하우를 알려준다."
책 쓰기를 머뭇거리는 당신에게 - 책 쓰기에 푹 빠진 일곱 작가의 삶 속 책 출간 이야기,서지/출판,강연 때나 지인들에게 어떻게 하면 책을 낼 수 있냐는 질문을 너무 많이 받았다고 한다. 자신들이 책을 내기까지 겪은 출간 분투기를 이 책에 생생하게 담은 이유다. 같은 고민을 하면서 머뭇거리고 있는 예비 작가들에게 힘과 용기가 되길 바란다.
다른 세계와 나 - 모옌 에세이집 - 하,외국에세이,"세계 곳곳을 다니며 사람들과 소통하는 모옌의 기록을 담은 ‘다른 세계와 나’, 소박한 보통 사람의 면모가 두드러지는 ‘초원이 존재하지 않는다면 누가 뻔뻔스럽게 계속 살아갈까’를 3부, 4부로 나누어 수록하였다."
고향은 어떻게 소설이 되는가 - 모옌 에세이집 - 상,외국에세이,"모옌의 『새로 엮은 모옌의 산문莫言散文新編』에 수록되어 있는 59편을 번역한 것이다. 다만 한국어판에서는 독자들이 좀더 체계적으로 이해를 할 수 있도록 대체적인 내용에 따라 4부로 나누어 상권, 하권으로 묶었다."
음식 중독 - 먹고 싶어서 먹는다는 착각,사회학,"담배나 약물처럼 음식에도 중독될 수 있을까? 이 책은 충분히 그럴 수 있다고 답한다. 가공식품과 패스트푸드, 간편식, 인공감미료, 인공 향료가 장악한 현대의 식단이 우리의 미각과 신진대사를 교란하고 있다. 무엇보다 음식을 더욱 중독성 있게 만들고 있다."
패스트컴퍼니 디자인 혁명,기업 경영,"비즈니스 잡지의 새로운 패러다임을 제시하며 혁신의 아이콘으로 떠오른 글로벌 미디어 기업, 패스트컴퍼니의 책을 국내에서 최초로 공개한다. 『패스트컴퍼니 디자인 혁명』은 창립 25주년을 맞아 1997년부터 2021년까지 그간 패스트컴퍼니가 조명한 디자인, 디자이너, 브랜드에 관한 기사를 주제별로 모은 아카이빙 성격의 책이다."
도둑맞은 뇌 - 뇌과학이 발견한 기억의 7가지 오류,심리학/정신분석학,"뇌과학이 발견한 기억의 7가지 오류를 분석한다. 기억은 왜 불완전하며, 그 기억으로 인해 우리는 어떻게 곤경에 처하게 되었는지도 살펴본다."
봄 여름 가을 겨울의 꿈,그림책,"계절마다 한 아이가 잠을 자고 있다. 네 개의 계절이 다르듯 계절로 표현된 아이는 성별, 나이, 피부색, 머리카락 등 모든 것이 다르다. 계절은 페이지에서 페이지로 이동하고, 시선은 겨울에서 봄, 여름, 가을, 다시 겨울에서 조금 더 나아가 영구 공간으로까지 이동한다."
빛의 체인,시,"민음의 시 307권. 2018년 《문학사상》 신인상을 수상하며 작품 활동을 시작한 전수오 시인의 첫 시집이다. 시인이 설치미술가로 활동할 당시 “나의 작업들은 물질적·정신적으로 폐허가 된 세상을 초극하여 엉뚱한 방향으로 날아간 새”라고 남긴 말처럼, 세계를 바라보는 전수오의 시선은 새의 감각을 닮았다."
오래된 골동품 상점,영미소설,"2015년 초역 출간한 《오래된 골동품 상점》의 개정판이다. 크리스마스의 작가로 불리는 디킨스의 많은 소설들이 그렇듯 이 작품 역시 겨울과 너무도 잘 어울린다. 어린 넬과 넬의 할아버지가 도시와 시골을 함께 여행하는 이야기를 중심으로 펼쳐진다.
"
아이에게 주는 감정 유산 - 가족심리학자 엄마가 열어준 마음 성장의 힘,육아,"35년 경력의 가족상담치료의 대가, 이남옥 교수가 정신과 의사가 된 딸을 키우면서 느꼈던 깨달음과 3만 회 이상 가족상담을 하며 느꼈던 생각들을 바탕으로 부모가 아이에게 줄 수 있는 가장 강력한 자산이자, 소중한 가치가 무엇인지 전한다."
"주식투자 무작정 따라하기 - 100만 왕초보가 감동한 최고의 주식투자 입문서, 2023년 최신개정판",재테크/투자,"2005년에 첫 출간된 이래 100만 부 넘는 판매고를 올린 《주식투자 무작정 따라하기》의 2023년 6차 최신개정판이 출간되었다. 2022년까지의 시장 분석 자료와 기업 데이터를 최신의 자료로 업데이트했으며, 늘어나는 해외주식투자자들의 궁금증을 해결하기 위해 코너를 확대해 소개한다."
"그리스도인으로 백년을 - 김형석 교수의 믿음, 삶, 가르침",기독교(개신교),한 사람이 백년을 살기도 힘들지만 백년을 변치 않는 신앙으로 살기는 더욱 힘든 일이다. 그러기에 저자는 자신이 선택한 삶이 아니라 하나님의 은총의 선택이었다고 말한다.
사랑하는 소년이 얼음 밑에 살아서,시,"수려한 글로 독자들에게 사랑받아온 한정원의 시극(詩劇). 소년과 소녀, 곰과 노파, 귀신 등 여럿이 등장한다. 소녀와 소년을 따라 하나하나의 막을 지나면서 우리는 무대에 서고, 슬픈 목소리들과 조우하고, 꿈속을 헤매다, 막이 걷히면 투명하고 아름다운 여운에 사로잡히게 된다."
좋아 싫어 대신 뭐라고 말하지? - 어린이 감정 공부 그림책,초등3~4학년,"글쓰기 교육계에서 알음알음 입소문이 나 있는 재미드니연구소 대표 송현지 선생님이 다섯 번째 책 &lt;좋아, 싫어 대신 뭐라고 말하지?&gt;를 펴냈다. 저자는 “좋아”나 “싫어”로만 감정을 표현하는 어린이에게 좀 더 쉽고 재미있게 다양한 어휘를 가르쳐 줄 수 없을까 고민했다."
고통의 곁에 우리가 있다면 - 재난 트라우마의 현장에서 사회적 지지와 연결을 생각하다,심리학/정신분석학,채정호 교수는 코로나19가 트라우마로 다가온 이유를 ‘안전감의 상실’에서 찾는다. 실제로 코로나19 동안 대부분의 사람은 안전감이 크게 위축되면서 모든 것을 의심하고 주의해야 했다. 그것은 개인과 사회의 긴장 수준을 높이며 삶의 질을 크게 떨어뜨렸다.
헤아려 본 믿음 - 의심과 질문을 통해 새로운 믿음에 이르게 된 이야기,기독교(개신교),"“밀레니얼 세대의 C. S. 루이스"", ‘뉴욕 타임스’ 베스트셀러 『다시, 성경으로』 『교회를 찾아서』의 레이첼이 27세에 쓴 회고록. 확실한 믿음에서 진화하는 믿음으로 바뀌게 된 신앙 여정을 솔직하고 경쾌하게 그려 낸다."
내 것이 아닌 잘못,추리/미스터리소설,SNS를 중심으로 근거 없는 소문이 퍼짐으로써 발생하는 현대사회의 원죄를 날카롭게 드러내는 인터넷 마녀사냥 미스터리 도주극이다. 아사쿠라 아키나리가 야심 차게 준비한 이 작품은 인터넷을 기반으로 모든 활동이 이루어지는 현대사회에서 벌어질 수 있는 원죄의 공포를 시사한다.
"인상파 로드, 빛이 그린 풍경 속을 걷다",여행에세이,"반 고흐의 풍차가 있는 마을 누에넨, 르누아르가 서민들의 흥이 넘치는 휴일 파티를 그려 냈던 파리 몽마르트르 등 변치 않는 자연의 빛 속에서 150여 년의 시간 동안 다양한 빛깔을 띠며 변해 간 풍경이 작가 고유의 섬세한 감성과 필치로 되살아난다."
디스 러브 1~4 북케이스 세트 - 전4권,로맨스소설,잘나가는 힙합 뮤지션 정의헌. 벽장 속 동성애자인 그는 자신의 명성과 커리어를 지키기 위해 다른 사람들과의 관계에 벽을 치며 냉소적이고 계산적인 삶을 살아간다. 그런 의헌은 심사위원으로 참여한 힙합 서바이벌 프로그램에서 친한 친구의 크루인 신인 차현호를 만나게 되는데...
어바웃 머니 - 돈의 주인이 되고 싶은 사람들을 위한 인문 교양서,재테크/투자,"돈에 대한 나름의 철학을 세우는 것은 언젠가 자신 앞에 다가올 부자가 될 기회를 잡을 수 있는 힘이라고 말한다. 그래서 부자란 어떤 사람이며, 부자의 생각은 어떤지, 부자는 자신에게 주어진 기회를 어떻게 잡는지를 보여준다."
신발로 읽는 인간의 역사 - ‘왜 인간은 다채로운 신발을 신는가?’에 관한 방대하고 진귀한 문화 탐구서,문화/문화이론,"캐나다 토론토의 바타 신발 박물관 수석 큐레이터 엘리자베스 세멀핵은 세계적으로 손꼽히는 역사학자로, 그간 어디서도 들어보지 못한 신발 탄생의 비화, 신발을 만들고 유통하고 신은 사람들 사이에서 생겨난 흥미로운 에피소드, 고대 이집트부터 현대에 이르기까지 신발의 변천 과정에 담긴 의미 등을 한 권의 책에 모두 담아냈다."
되는 사람 - 안 될 놈의 굴레를 깨트릴 인생 설계도,성공,"‘잘되는 사람’이 되는 공식이 따로 있을까? 이 책은 ‘뭘 해도 안 된다’는 패배주의에 빠진 사람들에게 죽비 같은 깨달음을 주는 인생 공략 안내서다. 수천 개의 기업들을 컨설팅하며 찾아낸 ‘성공 패턴’을 분석하여, 위기에 빠진 기업들을 구원한 책 《무기가 되는 스토리》로 베스트셀러 작가 반열에 오른 도널드 밀러. 그가 이번에는 좌절과 포기가 일상이 되어버린 무기력한 개인들의 질문에 응답한다."
보스토크 VOSTOK 매거진 37호 - 유어 셀피 Your Selfie,사진,셀프 포트레이트부터 셀피까지 동시대에 공존하는 자아의 이미지들 그리고 스스로 나의 이미지를 만드는 과정에 관해서 다룬다. 자아 정체성을 형성하는 데 막대한 영향을 주는 이미지와 시각 환경을 냉철하게 탐색하는 사진 작업을 함께 살펴볼 수 있다.
별의 지도,교양 인문학,"끝나지 않은 한국인 이야기 시리즈. ‘꿈과 소망의 상징’ 하면 누구나 첫손에 꼽게 되는 것, 밤하늘의 빛나는 별. 《별의 지도》는 얼마 전 하늘로 떠난 작가 이어령이 지상에 남긴 하늘과 별의 이야기다."
세이노의 가르침,성공,"2000년부터 발표된 그의 주옥같은 글들. 독자들이 자발적으로 만든 제본서는 물론, 전자책과 앱까지 나왔던 《세이노의 가르침》이 드디어 전국 서점에서 독자들을 마주한다. 여러 판본을 모으고 저자의 확인을 거쳐 최근 생각을 추가로 수록하였다. 정식 출간본에만 추가로 수록된 글들은 목차와 본문에 별도 표시하였다."
무로이 야스오의 캐릭터 얼굴 & 바스트업 작화 기술,그래픽/멀티미디어,"가장 쉬운 3단계로 완성하는, 무로이 야스오의 캐릭터 얼굴 & 바스트업 작화 기술. 이 책 한 권이면 캐릭터의 얼굴 파츠와 머리카락, 목의 기본부터 남녀노소 구분하는 법, 성격 묘사, 희로애락 등의 감정 표현, 땀이나 눈물 등을 이용한 연출 기법까지 전부 배울 수 있다."
우리의 이름은 별보다 많다 - 김창규 소설집,과학소설(SF),"1993년 《창작기계》에 '그들의 고향은 지옥이었다'로 데뷔, 지난 30년간 50여 편의 중단편을 각종 지면에 발표하며 한국 SF의 기둥으로 활약해 온 김창규 작가의 신작 소설집. 김창규는 한국 SF 어워드에서 세 차례의 대상을 포함한 4회 연속 본상 수상이라는 신기원을 기록하며 한국을 대표하는 SF 작가 중 한 명으로 자리 잡았다."
동산의 샘,기독교(개신교),"“나는 하나님밖에 몰라요!” 케냐의 장애아들과 캘리포니아의 중독자, 노숙자들을 눈물로 섬긴 제시카 윤 목사의 최신간이다. 주님과 나눈 사랑의 대화, 놀라운 영의 세계, 살아있는 순종과 믿음의 고백, 기적의 이야기들을 담았다."
THE WOK 더 웍 - 웍으로 이어가는 주방 과학의 모든 것,음식 이야기,THE FOOD LAB에 이어 웍으로 이어가는 주방 과학의 모든 것! THE WOK이다. MIT 출신의 요리사이자 과학자인 켄지가 최고의 주방 도구로 뽑는 웍을 주제로 주방의 과학과 레시피를 소개한다. 레시피대로 차근차근 만들어가며 배우는 지식으로 자신만의 레시피로 바꿔나갈 수 있다.
자세가 잘못됐습니다 - 쑤시고 결리고 늘 지친다면,건강운동,"내가 늘 하는 나쁜 자세 바로 옆에는 아주 친절한 설명과 그림으로 ‘바른 자세’가 나와 있다. 설명을 보고 차근차근 따라 하면, 평생 아프지 않은 바른 자세가 바로 내 것이 될 수 있다. 이 책이 하루 23시간 늘 옆에 함께할 통증 주치의가 되어줄 것이다."
초보자도 고수 되는 부동산 경매,재테크/투자,"경매를 전혀 알지 못하는 초보자도, 이론 공부는 했지만, 실전 경험이 부족한 사람도 차근차근 따라 하면 고수의 단계에 오를 수 있도록 구성됐다. 체계적인 순서에 따라 쉽고 깊이 있게 경매 관련 A부터 Z까지 한 권으로 정리했다."
리더의 태도 - 리더의 차이는 어디에서 나오는가,리더십,"리더의 태도는 단 한 번의 성공에 심취해 자만하지 않고, 자신과 구성원들과 조직 전체를 더 커다란 목표로 전진하게 만들 줄 아는 목적 지향적인 리더십을 의미한다. 1인 기업부터 대기업까지, 평사원부터 임원까지 조직 내에서 경험할 수 있는 모든 것을 경험한 저자는 수십 년의 조직 생활의 암묵지 지식에 리더십 연구를 더해 한 권의 책으로 집대성했다."
존 도어의 OKR 레볼루션 - 기후변화와 새로운 부의 기회,트렌드/미래전망,세계적인 혁신 조직들이 놀라운 목표를 달성하는 데 도움을 준 OKR을 토대로 2050년까지 온실가스 배출량을 넷 제로(net zero)로 줄이기 위한 10단계 계획과 솔루션을 공개한다.
체크메이트 - 수능 국어 만점자의 어떤 지문이 나와도 막힘없이 풀 수 있는 수능 국어 승리의 기술,학습법,손에 잡히지 않은 국어 때문에 고민이 많은 고3과 N수생들을 위한 아주 구체적이고 실제적인 국어공부 지침서다. 어떤 지문이 나와도 겁내지 않고 완벽하게 읽어낼 수 있는 국어 실력을 갖게 해준 순환식 국어 공부 루틴을 비롯하여 총 170페이지에 달하여 정리했다.
"아무튼, 현수동 - “내가 살고 싶은 동네를 상상하고, 빠져들고, 마침내 사랑한다”",한국에세이,"소설, 에세이, 논픽션을 오가며 새로운 사회와 사상에 대한 상상력을 집필의 원동력으로 삼았던 장강명 소설가가 이번에는 자신이 살고 싶은 동네에 대해 썼다. 55번째 아무튼 시리즈 &lt;아무튼, 현수동&gt;에서 장강명 작가가 던지는 질문은 이것이다. “당신의 동네를 좋아하고 있습니까?” “당신은 어떤 동네에서 살고 싶나요?”"
황당하지만 수학입니다 3 - 어디가 제일 간지럽게?,과학/수학/컴퓨터,우리가 한 번쯤 궁금해 하거나 호기심을 가져볼 만한 엉뚱한 질문과 연구로 가득하다. 이런 아주 사소하고도 친근한 그야말로 생활밀착형 궁금증을 이그노벨상과 함께 알아보다 보면 수학과 친해지고 세상을 수학적으로 이해하게 될 것이다.
"진짜 하루만에 이해하는 반도체 산업 - 챗GPT 시대, 기회는 반도체 산업에 있습니다!",재테크/투자,"반도체 산업을 처음 접하는 비전공자를 위해 어려운 공학 용어들을 과감히 배제하고, 다양한 예시와 실제 사례를 통해 산업의 큰 그림을 이해하는 데 초점을 맞췄다. 이 책이 정책가에게는 정책방향의 나침반으로, 사업가와 투자자에게는 기회와 리스크를 들여다보는 현미경으로, 취업을 고민하는 취준생에게는 진로를 탐색하는 내비게이션으로의 역할을 충실히 할 수 있을 것이다."
"역사 컬렉터, 탐정이 되다 - 빛바랜 물건으로 추적한 한국근현대사",한국사 일반,"역사를 파헤치는 집요함, 공백을 채우는 상상력, 사람을 향한 따뜻한 시선을 겸비한 역사 컬렉터 박건호. &lt;컬렉터, 역사를 수집하다&gt;에서 시대·사람과 깊이 교감하며 생동감 넘치는 역사 이야기로 독자들에게 강한 인상을 남겼던 그가 ‘역사 탐정’이 되어 돌아왔다."
"프레스턴, 더 나은 경제를 상상하다 - 쇠퇴한 지방 도시에서 영국 최고의 도시로 거듭난 프레스턴 이야기",사회학,"지역을 다시 위대하게, 지역 사회 변화를 꿈꾸거든 프레스턴을 보라! 쇠퇴한 지방 도시에서 영국 최고의 도시로 거듭난 프레스턴 이야기."
너와 조금 달라도 내가 틀린 것은 아니야,인간관계,"자기 자신을 좋아하게 되는 방법 40가지를 설명하면서, 스스로를 부정하지도, 소홀히 하지도 말고 남과 조금 달라도 내가 틀린 것은 아니라고 외치는 것이 자신을 좋아하게 되는 첫걸음이라고 말한다. 살면서 별로 이룬 것이 없어 자존감이 바닥까지 추락했어도 그 첫걸음부터 인생이 다른 세상으로 보일 것이라고 설명한다."
사건 파일 명화 스캔들,교양 인문학,‘살롱 드 지(양지열의 문화 살롱이라는 의미로 지은 코너 이름)’에서 각종 사건과 명화 이야기를 결합하여 현재를 다시 돌아보는 프로젝트를 진행한 지 어언 1년을 훌쩍 넘겼다. ‘살롱 드 지’에서 풀어놓은 재미있고 감동적인 이야기를 원고로 다시 정리하여 내놓은 결과물이 바로 이 책이다.
하버드에서 배운 최강의 책육아 - 상위 1% 문해력을 완성하는 대화식 독서법,교육/학습,"하버드에서 어린이의 언어 습득에 관해 연구한 저자는 우리가 지금까지 해온 일반적인 책 읽어주기와 미국 부모들의 대화식 책 읽기가 어떻게 다른지를 비교 분석해 이 책에 담았다. 언제 책육아를 시작하면 좋은지, 어떤 책을 읽어주면 좋은지 언어교육 관점에서 조언해준다. 실패 없는 대화식 책 읽기를 위한 7가지 질문법, 실제 그림책을 활용한 대화 예시, 최나야 교수의 추천 그림책까지 모두 담았다."
