prodName,category,description
2017년도 하반기 4급이상 인사발령 안내,인재육성과,null
충청남도공무원교육원 7월 사이버교육(위탁) 운영계획 안내,교육운영과,null
충청남도공무원교육원 7월 사이버교육(자체) 운영계획 안내,교육운영과,null
2017년 5월말 미분양 주택 현황,건축도시과,null
천안 두정역 “효성해링턴플레이스” 특별공급(장애인) 신청 안내,장애인복지과,null
아름다운 건물번호판 공모전 우수작 알림,토지관리과,null
충남 정보통신공사업 현황(2017. 5. 31현재),정보화정책과,null
제9기 저작권 청년강사 모집,문화정책과,None
2017년 상반기 충무훈련 불시병력동원훈련 실시 안내,대전충남지방병무청,null
제47회 충청남도 공예품대전 및 제19회 관광기념품 공모전,문화정책과,null
충청남도 정보통신공사업 행정처분 현황(2017.5.31. 현재),정보화정책과,null
2017년 4월말 미분양 주택 현황,건축도시과,null
제2회 충청남도 청년정책위원회 지역별 간담회(금산군편) 개최 안내,미래정책과,null
여성새로일하기센터 안내,여성가족정책관,null
2017년 3월말 미분양 주택 현황,건축도시과,null
충남외국인주민통합지원콜센터 안내(1522-1866),여성가족정책관,null
랜섬웨어 예방방법 안내,정보화정책과,null
2017년 충청남도 사랑의 그린PC 신청 안내,정보화정책과,null
2017년 정보통신보조기기 신청 접수 안내,정보화정책과,null
「가족사랑 건강검진」 미리미리 실천하세요,건강증진식품과,null
청년희망뿌리단 참여자 모집 공고 안내,미래정책과,null
사이버논산시민 홈페이지 안내,논산시 홍보담당관,null
제37회 장애인의 날 기념식 및 희망충남 어울림 축제,장애인복지과,null
충청남도와 함께하는 미혼남녀 만남행사 커플매칭 기차여행 참여 안내,저출산고령화대책과,null
세종시 3-3 생활권 힐스테이트 세종 리버파크 공동주택 장애인특별공급 기관추천 신청안내,장애인복지과,null
제1회 충청남도 청년정책위원회 지역별 간담회(아산시편),미래정책과,null
충청남도 내포신도시내 예술인타운 조성관련 전국 문화예술인 모집 안내,문화정책과,null
자동차압류 해제 인터넷 서비스 제공 안내,세무회계과,null
2015년도 충청남도 주택보급률,건축도시과,null
2017년 2월말 미분양 주택 현황,건축도시과,null
제35회 충청남도 연극제 개최 안내(한국연극협회충청남도지회),문화정책과,null
봄 가뭄극복에 적극 동참해 주세요!,물관리정책과,null
2017금산세계인삼엑스포 SNS 서포터즈 모집,금산세계인삼엑스포조직위,null
2017년 명사특강 운영 안내,인재육성과,null
보령 명천 B-3블럭 금성백조예미지 공동주택 장애인특별공급 기관추천 신청 안내,장애인복지과,null
2017년 「세계 물의 날」 기념 그림공모전 입상작 발표,물관리정책과,null
최근 3년간 도민 IT경진대회 출제문제,정보화정책과,null
2017년 1월말 미분양 주택 현황,건축도시과,null
2017년 충남 인권교육 모니터단 모집_지원서 붙임,자치행정과,null
장기요양보험 수급자 「가족상담지원서비스」 2차 시범사업 참여기관 모집 공고 안내,저출산고령화대책과,null
대전 복수센트럴자이 공동주택 장애인특별공급 기관추천신청 안내,장애인복지과,null
[설문조사] 서해안 유류피해극복 10주년 행사 슬로건,서해안유류사고지원과,null
2017년 국가안전대진단 실시,재난대응과,null
2017년 교육운영계획 안내(충청남도공무원교육원),교육운영과,null
민방위경보전파 대상 건축물 신고 안내,안전정책과,null
제4기 <충청남도 정책자문위원회> 위원 신청(추천) 안내,기획관,null
산림백서(2016년 발간),산림녹지과,null
2016. 12월말 미분양 현황,건축도시과,null
2017년 설 연휴 비상진료기관 및 휴일지킴이약국 지정현황,보건정책과,null
2016년도 부패방지 시책평가 결과,감사과,null
2017년도 상반기 5급이하 정기인사 발령사항 안내,인재육성과,null
2017년도 상반기 4급이상 정기인사 발령사항 안내,총무과,null
사무공간 재구성 매뉴얼 공유,혁신관리담당관,None
공주 월송A2블록 10년 공공임대주택 리츠 장애인특별공급 기관추천 신청 안내,장애인복지과,null
장애인자동차 표지(주차가능) 집중 교체 안내,장애인복지과,null
공동주택 장애인 특별공급 기관추천자 신청 안내( 논산시 내동 힐스테이트 자이),장애인복지과,null
2016년도 청렴도 평가 결과,감사과,null
공동주택 장애인특별공급 기관추천 신청안내(세종 2-1생활권 M5블록 e편한세상 푸르지오),장애인복지과,null
공동주택 장애인 특별공급 기관추천 신청안내  (세종시 4-1생활권 P3구역 세종 더샵예미지 ),장애인복지과,null
충남도정 홍보책자『내가 사랑한 충남』,정책기획관,null
2016 자랑스러운 충남인상 후보자 공적공개,자치행정과,null
공동주택 기관추천 장애인 특별공급 (서산시 센트럴 코아루),장애인복지과,null
대전시 유성 숲 오투그란데 3차 공동주택 장애인특별공급 기관추천 안내,장애인복지과,null
충청남도 적정기술 안내서 전자책(e-book) 공개 주소 안내,환경정책과,null
자연보호 충남도 대회 개최,환경정책과,null
2016.9월말 미분양 현황,건축도시과,null
「제3회 정부3.0 국민체험마당」및「정부3.0 글로벌 포럼 2016」개최 안내,혁신관리담당관,null
스토리가 있는 충남의 명소·명장면 심사결과,홍보협력관,null
대전시 서구 관저 더？ 2차 공동주택 장애인특별공급 기관추천 안내,장애인복지과,null
대전시 유성구 도룡 SK VIEW 공동주택 장애인특별공급 기관추천 안내,장애인복지과,null
세종시 4-1 생활권 P1구역(L3블록) 리슈빌수자인 공공임대 공동주택 장애인특별공급 기관추천 안내,장애인복지과,null
"세종시 4-1 생활권 P1구역(M1,L2블록)캐슬&파밀리에 공동주택 장애인특별공급 기관추천 안내",장애인복지과,null
"장소별·상황별 지진대피요령, 이렇게 하세요",웹마스터,null
대한민국 쇼핑관광축제 'Korea Sale FESTA' 개최,경제정책과,null
제97회 전국체육대회 개·폐회식 입장 및 경기관람 안내,전국체전준비기획단,null
생태계서비스 네트워크 협력체계 구축,환경정책과,null
세종시 4-1 생활권 P2구역  리슈빌수자인 특별공급 신청 구역 변경 안내,장애인복지과,null
세종시 4-1 생활권 P2구역 리슈빌수자인 공동주택 장애인특별공급 기관추천 신청 안내,장애인복지과,null
세종시 3-2 생활권 H1블럭 대방디엠시티 공동주택 장애인특별공급 기관추천 신청 안내,장애인복지과,null
2016년 사랑의 그린PC 2차 추가보급 신청 접수 안내,정보화지원과,null
2016 제11회 도민 IT경진대회 개최 알림,정보화지원과,null
“추석 귀성·귀경길 대중교통 이용해요”,환경정책과,null
도민인권선언 선포 2주년 기념행사에 초대합니다,자치행정과,null
한국지역정보개발원 2017년 정보화사업 설명회 개최 안내,정보화지원과,null
충청남도 생활안전사고 도민행동요령,119광역기동단,null
세종시 1-1 생활권 L1블럭 세종파라곤 특별공급 기관추천 신청 안내,장애인복지과,null
대전대신2 공공분양·공공임대주택 특별공급 기관추천 신청 안내,장애인복지과,null
정부 보조금 부정수급 집중신고기간 운영 알림,감사과,null
2015년 국민권익위원회 공공기관 청렴도 및 부패방지 시책평가 결과,감사과,null
2016.8월말 미분양 현황,건축도시과,null
2016년 추석연휴 비상진료계획,식품의약과,null
보령소방서 청사 신축공사 건축설계 제안공모 심사결과 공지,시설2과,null
2015년 협업 우수사례집,혁신관리담당관,null
「국민생각함」을 활용한 정책사례를 찾습니다!,혁신관리담당관,null
『제4회 충청남도 평생학습 온통박람회』초대합니다.,교육법무담당관,null
"추석연휴 <고향집, 주택용 소방시설 선물하기>",총무과,null
제40회 청백봉사상 추천대상자 공적사항 의견수렴,총무과,null
‘한국환경교육의 미래’ 충남서 미리 본다,환경정책과,null
2016 평생학습 실천사례 발표 & 아이디어 창안대회 충바시 참가자 모집,교육법무담당관,null
2016년('15년 실적) 위임사무 등에 대한 시군평가 결과 안내,혁신관리담당관,null
『제1회 안양국제청소년영화제』개최 홍보,여성가족정책관,null
행정처분 공시송달 공고문 게재,해운항만과,null
세종시 1-3생활권 M2블럭 '초록지붕 가재마을 6단지' 장애인 특별공급 기관추천 신청 안내,장애인복지과,null
2016. 7월말  미분양 현황,건축도시과,null
2016년 지역사회건강조사 16일부터 실시,보건정책과,null
충청남도 청년정책위원회 청년위원 공개모집,정책기획관,null
세종시 2-1생활권 H1블럭 세종지웰푸르지오 장애인특별공급 기관추천 신청안내,장애인복지과,null
충청남도 개인정보 제3자 제공현황(2016.7.26.현재),정보화지원과,null
충청남도 개인정보처리 위수탁 현황(2016.7.26.현재),정보화지원과,null
충청남도 개인정보 파일 보유현황(2016.7.26.현재),정보화지원과,null
충청남도 개인정보 처리방침(2016.7.26.현재),정보화지원과,null
2016년도 하반기 5급이하 정기인사 발령사항 안내,총무과,null
2016년도 하반기 4급 정기인사 발령사항 안내,총무과,null
충남 수소에너지포럼 개최,에너지산업과,null
2016년 6월말 미분양 현황,건축도시과,null
『충남도립대학교 기숙사 증축공사 건축설계 제안공모』심사결과 공지,시설2과,null
2016년 5월말 미분양 현황,건축도시과,null
2016년 4월말 미분양 현황,건축도시과,null
2016년 3월말 미분양 현황,건축도시과,null
2016년 2월말 미분양 현황,건축도시과,null
'즐거운 휴가'를 보내시려면 '건강'을 '먼저 확인'하세요.,보건정책과,null
청년공동체 지원사업 최종 결과 발표,정책기획관,null
-기계·자동차 부품설계/제작실무 과정- 교육생 모집(교육비 전액 지원),경제정책과,null
세종시 3-2생활권 M1블럭 신동아 파밀리에 4차 장애인특별공급 기관추천 신청안내,장애인복지과,null
아산시 배방5차‘한성필하우스’ 특별공급 기관추천자 신청안내,장애인복지과,null
아산시 배방역 '효성해링턴플레이스' 특별공급 기관추천자선정 신청안내,장애인복지과,null
세종시 2-2생활권 세종 트리쉐이드  장애인특별공급 기관추천 신청안내,장애인복지과,null
2016년 사랑의 그린PC 추가보급 신청 안내,정보화지원과,null
청년공동체 지원사업 서류심사 결과 발표,정책기획관,null
2016년도 정보통신보조기기 보급대상자 선정결과,정보화지원과,null
불법 사금융 피해 일제신고기간 운영,경제정책과,null
제5회 해양수산부장관배 국제요트대회 개최 알림,해양정책과,null
제6회 지방행정의 달인 실적자료입니다.,혁신관리담당관,null
충청남도 지역개발채권 상환안내,예산담당관,null
보령소방서 수의계약 내역공개,소방행정과,null
충청남도 청년공동체 지원사업 모집,정책기획관,null
친환경농업연구센터 신축공사 건축설계 제안공모 심사결과 공지,시설2과,null
2016년 '제2회 내포문화숲길 걷기 축제' 행사 안내,산림녹지과,null
"제15회 세계습지의 날(新 기후변화, 습지가 그 Key)",해양정책과,null
2016년 사랑의 그린PC 보급대상자 결과 발표 연기 안내,정보화지원과,null
일본 구마모토현 지진피해 돕기 성금모금,사회복지과,null
서천소방서 자체 경연대회 성적우수자 시상용 상품권 구입 공개,소방행정과,null
잘못 알려진 태양광발전소에 대한 오해,에너지산업과,null
2016 충남도청 명사특강 운영 일정,자치행정과,null
친환경농업연구센터 건축설계 제안공모 질의 답변서,시설2과,null
생활 속 규제 도민 공모전 상품권 구입내역 공개,교육법무담당관,null
충청남도 정보통신공사업 행정처분 현황 (2016.4월현재),정보화지원과,null
충청남도 정보통신공사업 등록현황 (2016.4월현재),정보화지원과,null
2016년 지역사회건강조사 건강가족사진 및 표어 공모전,보건정책과,null
2016년 정보화 배움터(도민정보화교육장) 운영 일정,정보화지원과,null
제3기 충청남도 대학생 정책기자단 모집,정책기획관,null
유해환경감시단 전문인력(코디네이터) 모집 공고,여성가족정책관,null
2016년 정보격차해소사업 장애인 정보화교육기관 선정 결과,정보화지원과,null
2016년 정보격차해소사업 고령층 정보화교육기관 선정 결과,정보화지원과,null
2016년 정보격차해소사업 다문화가정 정보화교육기관 선정 결과,정보화지원과,null
"건강검진! 꼬박꼬박, 암검진! 미리미리",보건정책과,null
가로림만 해양보호구역 지정(안) 의견조회,해양정책과,null
2016년 자동화장비 설계인력 양성과정 교육생 모집(교육비 전액 지원),경제정책과,null
2016년 지역산업맞춤형 일자리창출 지원사업 2차공모 공고 알림,경제정책과,null
4급 이상 간부공무원 인권교육 도지사 말씀 참고자료,홍보협력관,null
아산소방서 화재대책과 상품권 구매 및 사용실적 공개(2015.11.12 ~ 2015.12.14),화재대책과,null
2016년 사랑의 그린PC 신청 안내,정보화지원과,null
충남 적설량 현황(16.1.24. 18시),자연재난과,null
2016년 5급이하 정기인사 발령사항 안내,총무과,null
2015년 12월말 미분양 현황,건축도시과,null
2015년 서울사무소 상품권 구매 및 사용실적 공개,서울사무소,null
2016년 충청남도 중소기업육성자금 지원계획 공고,기업통상교류과,null
2016년 지역산업맞춤형 일자리창출 지원사업 공모 알림,경제정책과,null
신재생에너지 발전사업 허가현황(~2015.12.),에너지산업과,null
미세먼지 실시간 정보 알림[2016.01.04(월) 17:00 현재],환경관리과,null
미세먼지 실시간 정보 알림[2016.01.04(월) 13:00 현재],환경관리과,null
미세먼지 실시간 정보 알림[2016.01.04(월) 07:00 현재],환경관리과,null
미세먼지 실시간 정보 알림[2015.12.29(화) 17:00 현재],환경관리과,null
미세먼지 실시간 정보 알림[2015.12.29(화) 13:00 현재],환경관리과,null
2016년 4급이상 정기인사 발령사항 안내,총무과,null
미세먼지 실시간 정보 알림[2015.12.29.(화) 08:00 현재],환경관리과,null
미세먼지 실시간 정보 안내[2015.12.28.(월) 17:00 현재],환경관리과,null
미세먼지 실시간 정보 안내[2015.12.28(월) 08:00 현재],환경관리과,null
미세먼지 실시간 정보 안내[2015.12.24(목) 17:00현재],환경관리과,null
미세먼지 실시간 정보 안내[2015.12.24(목) 14:00 현재],환경관리과,null
정부3.0 홍보콘텐츠 온라인 경진대회 개최(여러분 투표해 주세요!!!),혁신관리담당관,null
2015년 11월말 미분양 현황,건축도시과,null
2015년 공무원교육원 상품권 구매 및 사용실적 공개(2015.1.1.~2015.12.8.)입니다.,교육기획과,null
화재예방 포스터 공모전 등 시상품(문화상품권) 구입내역 공개,소방행정과,null
정부3.0 국민이 행복을 디자인하다!(정부3.0 국민디자인단 성과공유대회),혁신관리담당관,null
2015년 1차 서천소방서 상품권 구매 및 사용실적 공개(2015.1.1.~2015.12.7.),소방행정과,null
장기기증 등에 관한 사항 안내,식품의약과,null
정부3.0 광고 영상,혁신관리담당관,null
한마음다짐대회 구매상품권 공개,기술지원과,null
정보통신공사업 등록 현황(2015. 11. 23. 기준),정보화지원과,null
2015 자랑스러운 충남인상 후보자 공적공개,자치행정과,null
깨끗한 충남 구현을 위한 '자원순환 한마당 행사' 개최 알림,환경관리과,null
2015년 10월말 미분양 현황,건축도시과,null
정보통신공사업 행정처분 현황(2015. 10. 31. 기준),정보화지원과,null
2015년도 제4차 규제개혁장관회의 인터넷 생중계방송 알림,교육법무담당관,null
물류단지 실수요 검증 사업자 설명회 개최,도로교통과,null
2015년 사랑의 그린PC 추가 보급 안내,정보화지원과,null
물류단지 실수요 검증 사업자 설명회 연기 알림,도로교통과,null
물류단지 실수요 검증 사업자 설명회 개최,도로교통과,null
정보통신공사업 등록 현황(2015. 10. 21. 기준),정보화지원과,null
정보통신공사업 행정처분 현황(2015. 9. 30. 기준),정보화지원과,null
정보통신공사업 행정처분 현황(2015. 8. 31. 기준),정보화지원과,null
정보통신공사업 행정처분 현황(2015. 7. 31. 기준),정보화지원과,null
정보통신공사업 행정처분 현황(2015. 6. 30. 기준),정보화지원과,null
충청남도 개인정보 처리방침(2015.10.20.현재),정보화지원과,null
충청남도 개인정보 파일 보유현황(2015.10.20.현재),정보화지원과,null
충청남도 개인정보처리 위수탁 현황(2015.10.20.현재),정보화지원과,null
충청남도 개인정보 제3자 제공현황(2015.10.20.현재),정보화지원과,null
2015년 9월말 미분양 현황,건축도시과,null
2015년 하반기 수시인사 발령사항 안내,총무과,null
청양소방서 신축공사 건축설계 제안공모 심사결과 공지,시설2과,None
아산소방서 이전신축공사 건축설계 제안공모 심사결과 공지,시설2과,None
한마음 체육행사 관련 상품권 구매 및 사용실적 안내,당진지소,null
컴퓨터 및 정보통신보조기기 보급,정보화지원과,null
2015 추석 연휴 비상진료계획(의료기관별 근무표),식품의약과,null
2014년 충남 주택보급률입니다.,건축도시과,null
2015년 8월말 미분양 현황,건축도시과,null
조류인플루엔자 발생현황(9.21.),축산과,null
‘함께 만드는 행복한 세상’ 정부3.0 충남지역 성과보고대회 개최,혁신관리담당관,null
"아산소방서 이전 신축공사, 청양소방서 신축공사 건축설계 제안공모 질의 답변서",시설2과,null
도민 규제개선 아이디어 공모전에 따른 상품권 구매실적 안내,교육법무담당관,null
충청남도 관련 기록물의 수집 공모안내,홍보협력관,null
유류피해극복 기념관 건립공사 전시설계 및 제작·설치 제안공모 질의 답변서,시설2과,null
금강정비사업이후 水 환경 모니터링 진행현황,물관리정책과,null
제2기 충청남도 대학생 정책기자단 모집,정책기획관,null
2015년 7월말 미분양 현황,건축도시과,null
"광복절 전일(8.14., 금요일)은 임시공휴일 입니다.",홍보협력관,null
2015년 추석명절 대비 중소기업「특별 경영안정자금」지원계획 공고,기업통상교류과,null
2015년 하반기 수시인사 발령사항 안내,총무과,null
충남 경제인 아카데미 운영 현황('15 7월 까지) 및 결과입니다.,기업통상교류과,null
2015년 6월말 미분양 현황,건축도시과,null
농촌의 창조마을 확산 방안 마련을 위한 온라인 정책토론 안내,농촌마을지원과,null
2015년 하반기 5급이하 정기인사 발령사항,총무과,null
2015년 찾아가는 폭력예방교육 사업 운영,홍보협력관,null
